Time stamp,Water volume in tunnel V (m3),Inflow to tunnel F1 (m3/15 min),Outflow (m3/15 min),Pump efficiency 1.1 (kW),Pump efficiency 1.2 (kW),Pump efficiency 1.3 (kW),Pump efficiency 1.4 (kW),Pump efficiency 2.1 (kW),Pump efficiency 2.2 (kW),Pump efficiency 2.3 (kW),Pump efficiency 2.4 (kW),Pump flow 1.1 (m3/15 min),Pump flow 1.2 (m3/15 min),Pump flow 1.3 (m3/15 min),Pump flow 1.4 (m3/15 min),Pump flow 2.1 (m3/15 min),Pump flow 2.2 (m3/15 min),Pump flow 2.3 (m3/15 min),Pump flow 2.4 (m3/15 min),Electricity price 2: normal (EUR/kWh),Electricity price 1: high (EUR/kWh)
2024-11-19 12:30:00,100345.5251464846624003257608,1113.646362304690001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67400000000000037658764995285309851169586181640625,9.92699999999999960209606797434389591217041015625
2024-11-19 12:45:00,101456.9509277346624003257608,1111.42578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67400000000000037658764995285309851169586181640625,9.92699999999999960209606797434389591217041015625
2024-11-19 13:00:00,102578.2370605471624003257608,1121.2861328125,750,0,0,0,400,0,0,0,0,0,0,0,750,0,0,0,0,6.910000000000000142108547152020037174224853515625,3.45999999999999996447286321199499070644378662109375
2024-11-19 13:15:00,102932.7520751956024014361907,1104.515014648440001110429875552654266357421875,1500,0,0,0,400,0,400,0,0,0,0,0,750,0,750,0,0,6.910000000000000142108547152020037174224853515625,3.45999999999999996447286321199499070644378662109375
2024-11-19 13:30:00,102530.0286865237324036570505,1097.27661132813000222085975110530853271484375,2250,0,0,0,400,0,400,400,0,0,0,0,750,0,750,750,0,6.910000000000000142108547152020037174224853515625,3.45999999999999996447286321199499070644378662109375
2024-11-19 13:45:00,101392.4632568362324036570505,1112.4345703125,3000,0,0,0,400,0,400,400,400,0,0,0,750,0,750,750,750,6.910000000000000142108547152020037174224853515625,3.45999999999999996447286321199499070644378662109375
2024-11-19 14:00:00,99559.7163085940424025466206,1167.253051757809998889570124447345733642578125,3750,0,400,0,400,0,400,400,400,0,750,0,750,0,750,750,750,2.51100000000000012079226507921703159809112548828125,2.068000000000000060396132539608515799045562744140625
2024-11-19 14:15:00,96926.3244628909224047674804,1116.60815429688000222085975110530853271484375,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,2.51100000000000012079226507921703159809112548828125,2.068000000000000060396132539608515799045562744140625
2024-11-19 14:30:00,93518.72863769561240587791028,1092.404174804690001110429875552654266357421875,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,2.51100000000000012079226507921703159809112548828125,2.068000000000000060396132539608515799045562744140625
2024-11-19 14:45:00,90091.50024414092240476748040,1072.771606445309998889570124447345733642578125,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,2.51100000000000012079226507921703159809112548828125,2.068000000000000060396132539608515799045562744140625
2024-11-19 15:00:00,86657.65319824248240365705052,1066.152954101559998889570124447345733642578125,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,2.51100000000000012079226507921703159809112548828125,1.9690000000000000834887714518117718398571014404296875
2024-11-19 15:15:00,83201.61267089873240365705052,1043.95947265625,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,2.51100000000000012079226507921703159809112548828125,1.9690000000000000834887714518117718398571014404296875
2024-11-19 15:30:00,79734.62841796904240254662064,1033.015747070309998889570124447345733642578125,3750,0,400,400,0,0,400,400,400,0,750,750,0,0,750,750,750,2.51100000000000012079226507921703159809112548828125,1.9690000000000000834887714518117718398571014404296875
2024-11-19 15:45:00,77014.65783691435240143619076,1030.029418945309998889570124447345733642578125,3000,0,400,400,0,0,0,400,400,0,750,750,0,0,0,750,750,2.51100000000000012079226507921703159809112548828125,1.9690000000000000834887714518117718398571014404296875
2024-11-19 16:00:00,75056.49230957060240143619076,1041.83447265625,2250,0,400,400,0,0,0,0,400,0,750,750,0,0,0,0,750,2.520000000000000017763568394002504646778106689453125,2.612999999999999989341858963598497211933135986328125
2024-11-19 16:15:00,73854.52453613310240143619076,1048.0322265625,1500,0,400,400,0,0,0,0,0,0,750,750,0,0,0,0,0,2.520000000000000017763568394002504646778106689453125,2.612999999999999989341858963598497211933135986328125
2024-11-19 16:30:00,73391.83020019560240143619076,1037.3056640625,750,0,0,400,0,0,0,0,0,0,0,750,0,0,0,0,0,2.520000000000000017763568394002504646778106689453125,2.612999999999999989341858963598497211933135986328125
2024-11-19 16:45:00,73677.00402832060240143619076,1035.173828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.520000000000000017763568394002504646778106689453125,2.612999999999999989341858963598497211933135986328125
2024-11-19 17:00:00,74704.25598144560240143619076,1027.251953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65899999999999980815346134477294981479644775390625,3.38300000000000000710542735760100185871124267578125
2024-11-19 17:15:00,75724.72045898466240032576088,1020.464477539059998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65899999999999980815346134477294981479644775390625,3.38300000000000000710542735760100185871124267578125
2024-11-19 17:30:00,76738.70129394560240143619076,1013.980834960940001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65899999999999980815346134477294981479644775390625,3.38300000000000000710542735760100185871124267578125
2024-11-19 17:45:00,77777.31933593779240254662064,1038.618041992190001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65899999999999980815346134477294981479644775390625,3.38300000000000000710542735760100185871124267578125
2024-11-19 18:00:00,78810.61254882842240476748039,1033.29321289063000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9979999999999993320898283855058252811431884765625,6.68900000000000005684341886080801486968994140625
2024-11-19 18:15:00,79839.72729492217240476748039,1029.11474609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9979999999999993320898283855058252811431884765625,6.68900000000000005684341886080801486968994140625
2024-11-19 18:30:00,80866.83215332061240587791027,1027.104858398440001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9979999999999993320898283855058252811431884765625,6.68900000000000005684341886080801486968994140625
2024-11-19 18:45:00,81893.04248046905240698834015,1026.210327148440001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9979999999999993320898283855058252811431884765625,6.68900000000000005684341886080801486968994140625
2024-11-19 19:00:00,82971.68176269561240587791027,1078.639282226559998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9320000000000003836930773104541003704071044921875,9.6989999999999998436805981327779591083526611328125
2024-11-19 19:15:00,84024.98980712920251789910318,1053.30804443359011202119290828704833984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9320000000000003836930773104541003704071044921875,9.6989999999999998436805981327779591083526611328125
2024-11-19 19:30:00,85184.75842285186240587791027,1159.76861572265988797880709171295166015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9320000000000003836930773104541003704071044921875,9.6989999999999998436805981327779591083526611328125
2024-11-19 19:45:00,86428.61932373077229385671736,1243.86090087890988797880709171295166015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9320000000000003836930773104541003704071044921875,9.6989999999999998436805981327779591083526611328125
2024-11-19 20:00:00,87782.67974853546229496714724,1354.060424804690001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4080000000000012505552149377763271331787109375,9.8070000000000003836930773104541003704071044921875
2024-11-19 20:15:00,88975.12713623077229385671736,1192.447387695309998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4080000000000012505552149377763271331787109375,9.8070000000000003836930773104541003704071044921875
2024-11-19 20:30:00,90163.73089599640229607757711,1188.60375976563000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4080000000000012505552149377763271331787109375,9.8070000000000003836930773104541003704071044921875
2024-11-19 20:45:00,91357.68670654328229829843686,1193.95581054688000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4080000000000012505552149377763271331787109375,9.8070000000000003836930773104541003704071044921875
2024-11-19 21:00:00,92558.21246337922229940886674,1200.525756835940001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0570000000000003836930773104541003704071044921875,7.71900000000000030553337637684307992458343505859375
2024-11-19 21:15:00,93761.64080810578229829843686,1203.428344726559998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0570000000000003836930773104541003704071044921875,7.71900000000000030553337637684307992458343505859375
2024-11-19 21:30:00,94953.98846435578229829843686,1192.34765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0570000000000003836930773104541003704071044921875,7.71900000000000030553337637684307992458343505859375
2024-11-19 21:45:00,96188.25665283234229718800698,1234.268188476559998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0570000000000003836930773104541003704071044921875,7.71900000000000030553337637684307992458343505859375
2024-11-19 22:00:00,97460.90374755890229607757710,1272.647094726559998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3480000000000007531752999057061970233917236328125,4.6379999999999999005240169935859739780426025390625
2024-11-19 22:15:00,98787.45184326203229829843685,1326.54809570313000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3480000000000007531752999057061970233917236328125,4.6379999999999999005240169935859739780426025390625
2024-11-19 22:30:00,100144.6716918948422971880070,1357.219848632809998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3480000000000007531752999057061970233917236328125,4.6379999999999999005240169935859739780426025390625
2024-11-19 22:45:00,101519.9911499026522960775771,1375.319458007809998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3480000000000007531752999057061970233917236328125,4.6379999999999999005240169935859739780426025390625
2024-11-19 23:00:00,102911.0607299807822982984369,1391.06958007813000222085975110530853271484375,750,0,0,0,400,0,0,0,0,0,0,0,750,0,0,0,0,1.2520000000000000017763568394002504646778106689453125,2.87300000000000022026824808563105762004852294921875
2024-11-19 23:15:00,103587.5477905276623005192967,1426.48706054688000222085975110530853271484375,1500,0,0,0,400,0,400,0,0,0,0,0,750,0,750,0,0,1.2520000000000000017763568394002504646778106689453125,2.87300000000000022026824808563105762004852294921875
2024-11-19 23:30:00,103553.2343139651623005192967,1465.6865234375,2250,0,0,0,400,0,400,400,0,0,0,0,750,0,750,750,0,1.2520000000000000017763568394002504646778106689453125,2.87300000000000022026824808563105762004852294921875
2024-11-19 23:45:00,102858.1655883792222994088668,1554.931274414059998889570124447345733642578125,3000,0,0,0,400,0,400,400,400,0,0,0,750,0,750,750,750,1.2520000000000000017763568394002504646778106689453125,2.87300000000000022026824808563105762004852294921875
2024-11-20 00:00:00,101328.8008422854722994088668,1470.63525390625,3750,0,400,0,400,0,400,400,400,0,750,0,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,1.2390000000000001012523398458142764866352081298828125
2024-11-20 00:15:00,98907.9668579104722994088668,1329.166015625,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,1.2390000000000001012523398458142764866352081298828125
2024-11-20 00:30:00,95874.4288940432822982984369,1466.462036132809998889570124447345733642578125,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,1.2390000000000001012523398458142764866352081298828125
2024-11-20 00:45:00,92674.39312744172229940886678,1299.964233398440001110429875552654266357421875,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,1.2390000000000001012523398458142764866352081298828125
2024-11-20 01:00:00,89638.72979736360230162972653,1464.33666992188000222085975110530853271484375,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.50300000000000000266453525910037569701671600341796875,0.07699999999999999900079927783735911361873149871826171875
2024-11-20 01:15:00,86416.96014404329230274015641,1278.230346679690001110429875552654266357421875,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.50300000000000000266453525910037569701671600341796875,0.07699999999999999900079927783735911361873149871826171875
2024-11-20 01:30:00,83115.12762451204230274015641,1198.16748046875,3750,0,400,400,0,0,400,400,400,0,750,750,0,0,750,750,750,0.50300000000000000266453525910037569701671600341796875,0.07699999999999999900079927783735911361873149871826171875
2024-11-20 01:45:00,80469.86090087923230385058629,1104.733276367190001110429875552654266357421875,3000,0,400,400,0,0,0,400,400,0,750,750,0,0,0,750,750,0.50300000000000000266453525910037569701671600341796875,0.07699999999999999900079927783735911361873149871826171875
2024-11-20 02:00:00,78562.88714599642230496101617,1093.026245117190001110429875552654266357421875,2250,0,400,400,0,0,0,0,400,0,750,750,0,0,0,0,750,0.4859999999999999875655021241982467472553253173828125,0.061999999999999999555910790149937383830547332763671875
2024-11-20 02:15:00,77322.47515869173230385058629,1009.588012695309998889570124447345733642578125,1500,0,400,400,0,0,0,0,0,0,750,750,0,0,0,0,0,0.4859999999999999875655021241982467472553253173828125,0.061999999999999999555910790149937383830547332763671875
2024-11-20 02:30:00,76614.81622314485730385058629,792.341064453125,750,0,0,400,0,0,0,0,0,0,0,750,0,0,0,0,0,0.4859999999999999875655021241982467472553253173828125,0.061999999999999999555910790149937383830547332763671875
2024-11-20 02:45:00,76822.11981201204525859793718,957.30358886718795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4859999999999999875655021241982467472553253173828125,0.061999999999999999555910790149937383830547332763671875
2024-11-20 03:00:00,77810.08367919954525859793718,987.9638671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467000000000000026201263381153694353997707366943359375,0.055000000000000000277555756156289135105907917022705078125
2024-11-20 03:15:00,78714.01983642610821334528807,903.93615722656295474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467000000000000026201263381153694353997707366943359375,0.055000000000000000277555756156289135105907917022705078125
2024-11-20 03:30:00,79585.86004638704616809263896,871.84020996093795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467000000000000026201263381153694353997707366943359375,0.055000000000000000277555756156289135105907917022705078125
2024-11-20 03:45:00,80469.60968017610912283998985,883.74963378906295474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467000000000000026201263381153694353997707366943359375,0.055000000000000000277555756156289135105907917022705078125
2024-11-20 04:00:00,81301.12615966829707758734074,831.51647949218795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48899999999999999023003738329862244427204132080078125,0.057000000000000002053912595556539599783718585968017578125
2024-11-20 04:15:00,82046.79895019564105496101618,745.672790527343977373675443232059478759765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48899999999999999023003738329862244427204132080078125,0.057000000000000002053912595556539599783718585968017578125
2024-11-20 04:30:00,82791.98144531282900970836707,745.18249511718795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48899999999999999023003738329862244427204132080078125,0.057000000000000002053912595556539599783718585968017578125
2024-11-20 04:45:00,83523.39501953157900970836707,731.41357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48899999999999999023003738329862244427204132080078125,0.057000000000000002053912595556539599783718585968017578125
2024-11-20 05:00:00,84221.30694580111003233469163,697.911926269531022626324556767940521240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49699999999999999733546474089962430298328399658203125,0.060999999999999998667732370449812151491641998291015625
2024-11-20 05:15:00,84841.77490234407900970836707,620.467956542968977373675443232059478759765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49699999999999999733546474089962430298328399658203125,0.060999999999999998667732370449812151491641998291015625
2024-11-20 05:30:00,85442.80407714876696445571796,601.02917480468795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49699999999999999733546474089962430298328399658203125,0.060999999999999998667732370449812151491641998291015625
2024-11-20 05:45:00,86019.62329101595491920306885,576.81921386718795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49699999999999999733546474089962430298328399658203125,0.060999999999999998667732370449812151491641998291015625
2024-11-20 06:00:00,86560.41540527376787395041974,540.79211425781295474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6109999999999999875655021241982467472553253173828125,0.07900000000000000077715611723760957829654216766357421875
2024-11-20 06:15:00,87078.08856201204889657674430,517.673156738281022626324556767940521240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6109999999999999875655021241982467472553253173828125,0.07900000000000000077715611723760957829654216766357421875
2024-11-20 06:30:00,87562.33471679720491920306886,484.246154785156022626324556767940521240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6109999999999999875655021241982467472553253173828125,0.07900000000000000077715611723760957829654216766357421875
2024-11-20 06:45:00,88015.59899902376793079383861,453.26428222656301159076974727213382720947265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6109999999999999875655021241982467472553253173828125,0.07900000000000000077715611723760957829654216766357421875
2024-11-20 07:00:00,88464.96527099642395342016317,449.366271972656022626324556767940521240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84799999999999997601918266809661872684955596923828125,0.770000000000000017763568394002504646778106689453125
2024-11-20 07:15:00,88900.99273681673696501093292,436.02746582031301159076974727213382720947265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84799999999999997601918266809661872684955596923828125,0.770000000000000017763568394002504646778106689453125
2024-11-20 07:30:00,89359.06903076204997660170267,458.07629394531301159076974727213382720947265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84799999999999997601918266809661872684955596923828125,0.770000000000000017763568394002504646778106689453125
2024-11-20 07:45:00,89975.72198486361293134905356,616.65295410156295474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84799999999999997601918266809661872684955596923828125,0.770000000000000017763568394002504646778106689453125
2024-11-20 08:00:00,90600.02459716830088609640445,624.30261230468795474735088646411895751953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476999999999999868549593884381465613842010498046875,4.2460000000000004405364961712621152400970458984375
2024-11-20 08:15:00,90909.29368906966988106432911,309.26909190136899496792466379702091217041015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476999999999999868549593884381465613842010498046875,4.2460000000000004405364961712621152400970458984375
2024-11-20 08:30:00,91665.49793626121788747696048,756.2042471915480064126313664019107818603515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476999999999999868549593884381465613842010498046875,4.2460000000000004405364961712621152400970458984375
2024-11-20 08:45:00,92355.66858874387685318652150,690.1706524826589657095610164105892181396484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476999999999999868549593884381465613842010498046875,4.2460000000000004405364961712621152400970458984375
2024-11-20 09:00:00,93079.52171020429182135558297,723.85312146041496816906146705150604248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97299999999999986499688020558096468448638916015625,9.221000000000000085265128291212022304534912109375
2024-11-20 09:15:00,93827.62679335880579856166226,748.10508315451397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97299999999999986499688020558096468448638916015625,9.221000000000000085265128291212022304534912109375
2024-11-20 09:30:00,94581.82904448206977576774155,754.20225112326397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97299999999999986499688020558096468448638916015625,9.221000000000000085265128291212022304534912109375
2024-11-20 09:45:00,95386.90287763658375297382084,805.07383315451397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97299999999999986499688020558096468448638916015625,9.221000000000000085265128291212022304534912109375
2024-11-20 10:00:00,96234.98159360359773017990013,848.07871596701397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500999999999999889865875957184471189975738525390625,9.2889999999999997015720509807579219341278076171875
2024-11-20 10:15:00,97085.26001660186170738597942,850.27842299826397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500999999999999889865875957184471189975738525390625,9.2889999999999997015720509807579219341278076171875
2024-11-20 10:30:00,98002.86021694387568459205871,917.60020034201397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500999999999999889865875957184471189975738525390625,9.2889999999999997015720509807579219341278076171875
2024-11-20 10:45:00,98982.64889384838966179813800,979.78867690451397720607928931713104248046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.500999999999999889865875957184471189975738525390625,9.2889999999999997015720509807579219341278076171875
2024-11-20 11:00:00,100094.7736497077696640189978,1112.12475585938000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77300000000000002042810365310288034379482269287109375,7.5860000000000002984279490192420780658721923828125
2024-11-20 11:15:00,101231.7110886726097760401907,1136.93743896484011202119290828704833984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77300000000000002042810365310288034379482269287109375,7.5860000000000002984279490192420780658721923828125
2024-11-20 11:30:00,102228.5284714851097760401907,996.8173828125,750,0,0,0,400,0,0,0,0,0,0,0,750,0,0,0,0,0.77300000000000002042810365310288034379482269287109375,7.5860000000000002984279490192420780658721923828125
2024-11-20 11:45:00,102462.7073044929227307875416,984.17883300781295474735088646411895751953125,1500,0,0,0,400,0,400,0,0,0,0,0,750,0,750,0,0,0.77300000000000002042810365310288034379482269287109375,7.5860000000000002984279490192420780658721923828125
2024-11-20 12:00:00,101952.5647263679227307875416,989.857421875,2250,0,0,0,400,0,400,400,0,0,0,0,750,0,750,750,0,0.50100000000000000088817841970012523233890533447265625,8.8439999999999994173549566767178475856781005859375
2024-11-20 12:15:00,100714.0522751960527330084014,1011.48754882813000222085975110530853271484375,3000,0,0,0,400,0,400,400,400,0,0,0,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,8.8439999999999994173549566767178475856781005859375
2024-11-20 12:30:00,98751.1036667976127318979715,1037.051391601559998889570124447345733642578125,3750,0,400,0,400,0,400,400,400,0,750,0,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,8.8439999999999994173549566767178475856781005859375
2024-11-20 12:45:00,96091.93801738355273300840138,1090.834350585940001110429875552654266357421875,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.50100000000000000088817841970012523233890533447265625,8.8439999999999994173549566767178475856781005859375
2024-11-20 13:00:00,92782.20608378980273300840138,1190.26806640625,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.452000000000000012878587085651815868914127349853515625,6.0540000000000002700062395888380706310272216796875
2024-11-20 13:15:00,89330.81960918043273522926113,1048.61352539063000222085975110530853271484375,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.452000000000000012878587085651815868914127349853515625,6.0540000000000002700062395888380706310272216796875
2024-11-20 13:30:00,85897.84048320387273633969101,1067.020874023440001110429875552654266357421875,4500,0,400,400,400,0,400,400,400,0,750,750,750,0,750,750,750,0.452000000000000012878587085651815868914127349853515625,6.0540000000000002700062395888380706310272216796875
2024-11-20 13:45:00,82435.87222148512273633969101,1038.03173828125,3750,0,400,400,0,0,400,400,400,0,750,750,0,0,750,750,750,0.452000000000000012878587085651815868914127349853515625,6.0540000000000002700062395888380706310272216796875
2024-11-20 14:00:00,79709.53469707106273745012089,1023.662475585940001110429875552654266357421875,3000,0,400,400,0,0,0,400,400,0,750,750,0,0,0,750,750,0.459000000000000019095836023552692495286464691162109375,3.813000000000000166977542903623543679714202880859375
2024-11-20 14:15:00,77714.41555644606273745012089,1004.880859375,2250,0,400,400,0,0,0,0,400,0,750,750,0,0,0,0,750,0.459000000000000019095836023552692495286464691162109375,3.813000000000000166977542903623543679714202880859375
2024-11-20 14:30:00,76429.03164531325069219747178,964.61608886718795474735088646411895751953125,1500,0,400,400,0,0,0,0,0,0,750,750,0,0,0,0,0,0.459000000000000019095836023552692495286464691162109375,3.813000000000000166977542903623543679714202880859375
2024-11-20 14:45:00,75857.31960918043864694482267,928.28796386718795474735088646411895751953125,750,0,0,400,0,0,0,0,0,0,0,750,0,0,0,0,0,0.459000000000000019095836023552692495286464691162109375,3.813000000000000166977542903623543679714202880859375
2024-11-20 15:00:00,75829.28542949293864694482267,721.9658203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50300000000000000266453525910037569701671600341796875,3.564999999999999946709294817992486059665679931640625
2024-11-20 15:15:00,77227.28823711012864805525255,1398.002807617190001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50300000000000000266453525910037569701671600341796875,3.564999999999999946709294817992486059665679931640625
2024-11-20 15:30:00,78430.20730449293864694482267,1202.919067382809998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50300000000000000266453525910037569701671600341796875,3.564999999999999946709294817992486059665679931640625
2024-11-20 15:45:00,79585.14913798902875896601558,1154.94183349609011202119290828704833984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50300000000000000266453525910037569701671600341796875,3.564999999999999946709294817992486059665679931640625
2024-11-20 16:00:00,80798.42465068433875785558570,1213.275512695309998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802000000000000046185277824406512081623077392578125,3.710999999999999854338739169179461896419525146484375
2024-11-20 16:15:00,81546.70297099683875785558570,748.2783203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802000000000000046185277824406512081623077392578125,3.710999999999999854338739169179461896419525146484375
2024-11-20 16:30:00,83052.98592998121876007644545,1506.28295898438000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802000000000000046185277824406512081623077392578125,3.710999999999999854338739169179461896419525146484375
2024-11-20 16:45:00,84368.05477763746876007644545,1315.06884765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802000000000000046185277824406512081623077392578125,3.710999999999999854338739169179461896419525146484375
2024-11-20 17:00:00,85428.12484599684876229730520,1060.07006835938000222085975110530853271484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778999999999999914734871708787977695465087890625,3.99199999999999999289457264239899814128875732421875
2024-11-20 17:15:00,86431.76363994215876118687532,1003.638793945309998889570124447345733642578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778999999999999914734871708787977695465087890625,3.99199999999999999289457264239899814128875732421875
2024-11-20 17:30:00,87451.91781474684876229730520,1020.154174804690001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778999999999999914734871708787977695465087890625,3.99199999999999999289457264239899814128875732421875
2024-11-20 17:45:00,88480.25607158278876340773508,1028.338256835940001110429875552654266357421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778999999999999914734871708787977695465087890625,3.99199999999999999289457264239899814128875732421875
